Charge (Wh),Charge (Ah),Voltage,Current,Time,TBAT1,TBAT2,TBAT3,TBAT4,TBRD,Cycle Number,Charge direction (chg/hold/dschg)
2.6708117954914012,0.3549552807614557,7.618869599999999,1.6422287839999996,17271.814524636,270.368,271.00416,270.60656,269.65232000000003,305.39588,0,chg
2.744916094789169,0.36465193890826403,7.642251399999999,1.6979472606,17292.373449014,270.20896,270.84512,270.44752,269.41376,305.39588,0,chg
2.8173581551950515,0.37416242665426014,7.617071,1.6656891952,17312.92815753,270.04992,270.84512,270.52704,269.41376,305.4703668,0,chg
2.874602482395079,0.3816511698205172,7.64405,1.3108504758000001,17333.494557662,270.12944,270.92464,270.68608,269.41376,305.39588,0,chg
2.939525081804406,0.39014039503076586,7.6476472,1.4868035598000002,17354.04953317,270.12944,270.7656,270.52704,269.33424,305.3213932,0,chg
3.0035448196691457,0.3985135320380484,7.645848599999999,1.4662757,17374.607258587,270.20896,270.7656,270.28848,269.33424,305.3213932,0,chg
3.075750844766277,0.4079751589075408,7.6314598,1.6568915410000002,17395.164945006,270.12944,270.84512,270.368,269.33424,305.3213932,0,chg
3.140156121512331,0.416414602792976,7.631459799999999,1.4780059056000001,17415.721018478,270.28848,270.68608,270.28848,269.09568,305.3213932,0,chg
3.2125240577286247,0.42589521152178483,7.6332584,1.6598240923999996,17436.283553737,270.12944,270.68608,270.28848,269.25472,305.09793279999997,0,chg
3.284776524546709,0.43535623456614936,7.6368556,1.6568915410000002,17456.839928199,269.9704,270.60656,270.12944,269.1752,305.3213932,0,chg
3.356263800228589,0.44471485636131847,7.6386541999999995,1.6392962326000002,17477.3920638,269.9704,270.68608,270.20896,269.1752,305.023446,0,chg
3.4289180451767405,0.4541949989714097,7.6638345999999995,1.6598240923999996,17497.953588092,269.81136,270.68608,270.28848,269.1752,305.023446,0,chg
3.5008285811496096,0.46358691684850534,7.6566402,1.6451613354,17518.505313707,269.89088,270.52704,270.04992,269.1752,305.023446,0,chg
3.565894379829296,0.4720749043352646,7.665633199999999,1.4868035598,17539.057292313,269.89088000000004,270.60656,270.12944,269.1752,304.9489592,0,chg
3.638563609254191,0.4815503308950006,7.669230399999999,1.6598240923999996,17559.608587942,269.65232000000003,270.20896,270.12944,269.09568,305.023446,0,chg
3.6941664510398966,0.4888004510355698,7.669230399999998,1.2697947562,17580.163431454,269.81136000000004,270.44752,269.9704,268.93664,304.7999856,0,chg
3.7590543831659273,0.4972572984337872,7.6728276,1.480938457,17600.721105873,269.65232000000003,270.28848,270.04992,268.85712,304.87447239999995,0,chg
